ASP,CLS,SENT,PRED,P-1,P0,P+1,T/F
food,1,try the cheesecake !,1,0.04795216768980026,0.09318225830793381,0.8588655591011047,True
food,1,"the food is good , i ca n't lie .",1,0.05453430488705635,0.03619861602783203,0.9092670679092407,True
price,1,it 's a steal !,1,0.3566148281097412,0.12778572738170624,0.5155994892120361,True
food,1,i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service .,1,0.0018322201212868094,0.003784181782975793,0.9943835735321045,True
service,-1,both times we waited well over a half hour for a table ( even though we had reservations ) .,-1,0.5261837840080261,0.36549028754234314,0.10832589864730835,True
food,1,even the pasta is delicious here ( a rarity in new york pizza restaurants ) .,1,0.0029816366732120514,0.041444871574640274,0.9555734992027283,True
miscellaneous,1,i really liked this place .,1,0.03542991355061531,0.034016288816928864,0.9305537343025208,True
price,1,"service is friendly , prices are good - delivery time was a little slow , but for the way this pizza tastes , i 'm willing to overlook it .",1,0.06022137030959129,0.0022664268035441637,0.937512218952179,True
food,1,i could n't reccommend their godmother pizza any higher .,1,0.4165883958339691,0.030122732743620872,0.5532889366149902,True
ambience,1,baluchi 's has solid food and a nice decor at reasonable prices .,1,0.015344641171395779,0.010772611945867538,0.9738827347755432,True
food,1,the quality of food at this restaurant accompanied by fantastic live jazz makes this place a perfect 10 !,1,0.008818875066936016,0.004362176172435284,0.9868189096450806,True
food,-1,"late nite omelletes are not good here , there is no variety !",1,0.0254216268658638,0.16732816398143768,0.8072502017021179,False
food,1,"great food , great lay out and awesome service .",1,0.0033565617632120848,0.002785919001325965,0.9938575625419617,True
service,1,"the staff was accomodating , the food was absolutely delicious and the place is lovely .",1,0.0019190037855878472,0.000761158880777657,0.9973198771476746,True
miscellaneous,0,"restaurant snobs need not bother , this is a small , neighborhood kind of place .",-1,0.5701029896736145,0.20600566267967224,0.22389134764671326,False
food,1,"when he 's not making authentic neapolitan pizza in the open brick oven or lightly frying zucchini blossoms , he 's visiting the regulars ( a growing legion ) and checking on newcomers .",1,0.0029473425820469856,0.008051867596805096,0.9890007972717285,True
service,1,the place is a bistro which means : simple dishes and wine served efficiently in a bustling atmosphere .,1,0.002631291514262557,0.006928682792931795,0.9904400110244751,True
food,1,"if you love seafood , you would love this place !",1,0.028294622898101807,0.0072538782842457294,0.9644514918327332,True
food,1,they were served warm and had a soft fluffy interior .,1,0.10594946146011353,0.02180110104382038,0.8722494840621948,True
miscellaneous,0,my family and i ate here last night for our annual christmas dinner with the family members who would rather spend the holidays with friends out-of-town .,0,0.002090523485094309,0.9060941934585571,0.09181531518697739,True
price,-1,i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side .,1,0.4344232380390167,0.041533391922712326,0.5240433216094971,False
food,1,kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them .,1,0.004329441115260124,0.002416856586933136,0.993253767490387,True
food,-1,pizza was a little soggy .,-1,0.9217038154602051,0.05365903675556183,0.024637190625071526,True
service,-1,"in fact , it appears he is going to go postal at any moment .",-1,0.5496200323104858,0.15569347143173218,0.2946864664554596,True
ambience,1,romantic if you want it to be ( brightly lit ) .,1,0.29288405179977417,0.05811537057161331,0.6490005850791931,True
food,1,"the pad thai is excellent here , as well .",1,0.002310045761987567,0.011057153344154358,0.9866328239440918,True
miscellaneous,0,"obviously the chinese translation of this place does not mean big wong , it actually means great prosperity .",1,0.3312961161136627,0.23072566092014313,0.43797820806503296,False
miscellaneous,1,finally !,1,0.20307990908622742,0.1153656393289566,0.6815544962882996,True
food,1,highly recommend this as great value for excellent sushi and service .,1,0.0035138707607984543,0.002487974939867854,0.9939981698989868,True
service,1,"the staff was very attentive , the ambience lovely , and the food superb .",1,0.0009599031764082611,0.00043021413148380816,0.9986099004745483,True
miscellaneous,1,"a great addition to smith street : finally , a place that 's not pretentious and filled with women wearing ugg boots .",1,0.09868989884853363,0.035768695175647736,0.8655414581298828,True
food,1,"sake collection was excellent ( try nanbu bijin ) , but pricy .",1,0.18260252475738525,0.03285188227891922,0.7845456004142761,True
food,1,"nice atmosphere , the service was very pleasant and the desert was good .",1,0.0021996269933879375,0.0008082003332674503,0.9969921112060547,True
miscellaneous,0,this thai restaurant is a couple blocks away from sripraphai ( another delicious thai restaurant ) .,1,0.07948653399944305,0.25336843729019165,0.6671450734138489,False
food,1,best taiwanese food in ny !,1,0.008125889115035534,0.09124971926212311,0.9006243348121643,True
miscellaneous,0,i 'll keep this short .,1,0.03406406193971634,0.21347683668136597,0.7524591088294983,False
miscellaneous,1,good for casual dinner with jeans and sneakers .,1,0.004028601106256247,0.06849350035190582,0.9274778962135315,True
miscellaneous,0,we were fast to order the appetizer platter since we were very hungry .,1,0.20196737349033356,0.14449431002140045,0.6535382866859436,False
food,1,"quality ingredients preparation all around , and a very fair price for nyc .",1,0.009756947867572308,0.002407526597380638,0.9878354668617249,True
food,1,this is the pinnacle of indian fast food ( all fast foods in my opinion ) .,1,0.006633302196860313,0.07732130587100983,0.9160454273223877,True
ambience,-1,"it can not be the ambience , because the place is very cramped and some guests have to sit in an aisle .",-1,0.6494715809822083,0.011193997226655483,0.3393344581127167,True
miscellaneous,-1,"they do n't concern much of customer 's health , just want to make money .",-1,0.7203997373580933,0.048333268612623215,0.23126700520515442,True
price,1,"the decor is dark , cool and soothing , while the food 's presentation is spectacular , considering the low prices .",1,0.157694011926651,0.009298350661993027,0.8330076932907104,True
miscellaneous,1,this quiet dark asian bistro is well worth the trip .,1,0.01547293085604906,0.02712295949459076,0.9574040770530701,True
miscellaneous,0,i just read mocaramel 's review and felt compelled to respond .,0,0.060796383768320084,0.7376984357833862,0.20150524377822876,True
food,-1,"anyways , if you 're in the neighborhood to eat good food , i would n't waste my time trying to find something , rather go across the street to tamari .",1,0.24306227266788483,0.12369069457054138,0.6332470774650574,False
miscellaneous,1,it was wonderful .,1,0.013752402737736702,0.009252124466001987,0.9769954681396484,True
service,-1,"after 2 tries by the waiter to take it away ( we had n't even looked at it yet , we had full beers yet to drink ) , the manager approached and told us they needed the table for people with reservations .",-1,0.600278377532959,0.015014066360890865,0.38470757007598877,True
miscellaneous,0,i am relatively new to the area and tried pick a bgel on 2nd and was disappointed with the service and i thought the food was overated and on the pricey side .,1,0.4302419424057007,0.0672074556350708,0.5025506615638733,False
food,-1,the appetizers are just ok and the main courses were decidedly subpar .,-1,0.8464663624763489,0.12764903903007507,0.025884583592414856,True
miscellaneous,1,if you are in search of the most authentic nyc deli experience look no further than the famous and historic katz 's deli down on the lower east side .,1,0.02176057919859886,0.025315290316939354,0.9529240727424622,True
food,1,the wine list is excellent .,1,0.007695208303630352,0.023170415312051773,0.9691343307495117,True
miscellaneous,0,"i am indian , and i have tried many indian places in ny .",0,0.001729294192045927,0.8272676467895508,0.17100311815738678,True
food,1,"good music , great food , speedy service affordable prices .",1,0.004271552432328463,0.003416638821363449,0.9923117756843567,True
miscellaneous,1,you 'll adore it .,1,0.016842596232891083,0.04723173379898071,0.9359256625175476,True
miscellaneous,-1,no pizza 33 for me !,-1,0.504572331905365,0.3104623556137085,0.18496525287628174,True
service,-1,"we , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .",-1,0.9655211567878723,0.003712122328579426,0.030766667798161507,True
price,-1,diner food at bistro prices is a bummer ... .,1,0.21518084406852722,0.17999686300754547,0.6048223376274109,False
ambience,1,patroon features a nice cigar bar and has great staff .,1,0.0012306051794439554,0.0017180675640702248,0.9970513582229614,True
miscellaneous,1,i will be going back very soon .,1,0.09542368352413177,0.013615830801427364,0.8909605145454407,True
price,1,the price is reasonable although the service is poor .,-1,0.7129502296447754,0.041361004114151,0.24568872153759003,False
service,1,"i highly recommend cafe st. bart 's for their food , the ambience and wonderful service .",1,0.0031792439986020327,0.011218423955142498,0.9856023192405701,True
food,-1,the food was bland oily .,-1,0.9376423358917236,0.03453962504863739,0.027818115428090096,True
price,-1,i wo n't go back unless someone else is footing the bill .,-1,0.670936107635498,0.029019350185990334,0.30004459619522095,True
service,-1,"but they do n't have a toaster , which is strange .",-1,0.6609969735145569,0.12670306861400604,0.2122998982667923,True
service,1,"great food , great lay out and awesome service .",1,0.0018798363162204623,0.001467050751671195,0.996653139591217,True
